driver_id,driver_name,age,experience_years,license_type,employment_type,home_province,performance_rating
9278,D009279,Lindelwa Botha,23,8,Code 8,Owner Driver,Western Cape,3.8
9279,D009280,Sibusiso Mkhize,51,29,Code 8,Owner Driver,Limpopo,3.0
9280,D009281,Sipho Adams,44,14,Code 14,Owner Driver,Western Cape,3.8
9281,D009282,Mandla Zulu,54,11,Code 8,Owner Driver,Free State,3.5
9282,D009283,Nokuthula Zulu,43,20,Code 10,Owner Driver,Free State,4.77
9283,D009284,Dumisani Sithole,59,15,Code 8,Contract,Western Cape,3.99
9284,D009285,Nomsa Jacobs,40,3,Code 10,Permanent,Mpumalanga,3.43
9285,D009286,Lerato Botha,43,1,Code 10,Permanent,Gauteng,4.53
9286,D009287,Lerato Adams,31,18,Code 14,Permanent,Mpumalanga,4.19
9287,D009288,Busisiwe Van Wyk,48,31,Code 10,Permanent,Limpopo,3.91
9288,D009289,Bongani Ngcobo,61,29,Code 8,Permanent,Gauteng,3.78
9289,D009290,Karabo Zulu,61,9,Code 10,Owner Driver,Mpumalanga,4.0
9290,D009291,Lindelwa Adams,41,1,Code 8,Permanent,Northern Cape,4.68
9291,D009292,Bongani Jacobs,49,7,Code 14,Permanent,Gauteng,3.99
9292,D009293,Nomsa Williams,47,6,Code 8,Permanent,Gauteng,3.44
9293,D009294,Nandi Naidoo,36,27,Code 14,Permanent,KwaZulu-Natal,3.54
9294,D009295,Lerato Williams,55,21,Code 10,Permanent,Limpopo,4.21
9295,D009296,Nomsa Mokoena,41,17,Code 8,Permanent,Limpopo,3.27
9296,D009297,Kabelo Williams,26,17,Code 14,Owner Driver,North West,4.23
9297,D009298,Sibusiso Modise,43,12,Code 8,Contract,Limpopo,5.0
9298,D009299,Mandla Jacobs,32,17,Code 10,Contract,Free State,3.57
9299,D009300,Busisiwe Dlamini,46,17,Code 8,Permanent,Gauteng,3.87
9300,D009301,Lwazi Naidoo,34,26,Code 14,Contract,Northern Cape,3.11
9301,D009302,Amanda Moyo,42,9,Code 10,Permanent,Free State,3.87
9302,D009303,Sipho Cele,43,28,Code 10,Permanent,Western Cape,3.83
9303,D009304,Ayanda Botha,39,21,Code 14,Permanent,Western Cape,4.12
9304,D009305,Sibusiso Modise,50,13,Code 14,Permanent,Gauteng,4.8
9305,D009306,Lwazi Molefe,59,25,Code 14,Permanent,Gauteng,4.02
9306,D009307,Lindelwa Cele,37,26,Code 14,Permanent,Eastern Cape,4.23
9307,D009308,Amanda Moyo,52,21,Code 8,Permanent,Eastern Cape,3.72
9308,D009309,Zanele Cele,45,34,Code 10,Contract,North West,3.26
9309,D009310,Busisiwe Pillay,33,11,Code 8,Contract,Limpopo,3.3
9310,D009311,Busisiwe Pillay,65,8,Code 10,Permanent,KwaZulu-Natal,4.18
9311,D009312,Kabelo Naidoo,58,30,Code 8,Permanent,North West,3.72
9312,D009313,Sibusiso Zulu,42,4,Code 14,Contract,Mpumalanga,3.54
9313,D009314,Sipho Williams,23,15,Code 14,Contract,Eastern Cape,5.0
9314,D009315,Precious Jacobs,43,2,Code 8,Permanent,KwaZulu-Natal,4.98
9315,D009316,Kagiso Maseko,28,33,Code 14,Contract,Gauteng,4.45
9316,D009317,Lindelwa Dlamini,45,18,Code 14,Permanent,Northern Cape,5.0
9317,D009318,Mandla Moyo,51,10,Code 10,Contract,Limpopo,4.5
9318,D009319,Ayanda Dlamini,41,34,Code 10,Permanent,Limpopo,3.67
9319,D009320,Siyabonga Moyo,57,34,Code 8,Permanent,North West,4.21
9320,D009321,Kabelo Botha,35,4,Code 10,Permanent,Eastern Cape,3.95
9321,D009322,Nokuthula Botha,35,22,Code 14,Permanent,North West,3.88
9322,D009323,Kagiso Cele,50,29,Code 10,Permanent,North West,4.84
9323,D009324,Ayanda Mabena,25,19,Code 10,Permanent,Western Cape,4.19
9324,D009325,Tshepo Ngcobo,45,29,Code 14,Permanent,Gauteng,4.0
9325,D009326,Lerato Ngcobo,52,5,Code 10,Permanent,Eastern Cape,4.57
9326,D009327,Nokuthula Mahlangu,64,33,Code 8,Owner Driver,Northern Cape,3.66
9327,D009328,Ayanda Mabena,57,28,Code 14,Permanent,Western Cape,3.96
9328,D009329,Mandla Botha,40,25,Code 14,Permanent,KwaZulu-Natal,4.59
9329,D009330,Dumisani Jacobs,36,15,Code 10,Permanent,Western Cape,4.41
9330,D009331,Dumisani Sithole,61,18,Code 10,Permanent,North West,3.94
9331,D009332,Dumisani Naidoo,52,28,Code 8,Permanent,Eastern Cape,3.06
9332,D009333,Lindelwa Mahlangu,40,17,Code 10,Owner Driver,Eastern Cape,4.72
9333,D009334,Amanda Cele,38,31,Code 8,Permanent,Western Cape,4.46
9334,D009335,Zanele Van Wyk,29,21,Code 14,Owner Driver,Western Cape,4.56
9335,D009336,Karabo Naidoo,63,2,Code 10,Contract,Mpumalanga,4.71
9336,D009337,Kagiso Nkosi,34,18,Code 10,Contract,KwaZulu-Natal,5.0
9337,D009338,Bongani Pillay,47,7,Code 8,Contract,Northern Cape,3.36
9338,D009339,Kabelo Mahlangu,39,30,Code 10,Contract,Western Cape,3.5
9339,D009340,Amanda Nkosi,23,9,Code 10,Contract,Limpopo,3.98
9340,D009341,Amanda Khumalo,42,8,Code 10,Contract,KwaZulu-Natal,4.71
9341,D009342,Kagiso Dlamini,47,28,Code 8,Permanent,KwaZulu-Natal,2.89
9342,D009343,Themba Mokoena,45,29,Code 14,Permanent,Gauteng,4.18
9343,D009344,Dumisani Khumalo,24,29,Code 8,Contract,Mpumalanga,3.76
9344,D009345,Siyabonga Jacobs,28,9,Code 8,Contract,Eastern Cape,3.83
9345,D009346,Zanele Dlamini,40,12,Code 8,Owner Driver,Eastern Cape,3.27
9346,D009347,Nomsa Maseko,61,26,Code 8,Owner Driver,KwaZulu-Natal,4.1
9347,D009348,Mandla Maseko,26,28,Code 10,Owner Driver,North West,4.65
9348,D009349,Siyabonga Modise,56,6,Code 14,Owner Driver,Western Cape,4.34
9349,D009350,Lwazi Maseko,41,20,Code 8,Contract,Western Cape,4.14
9350,D009351,Lwazi Moyo,42,27,Code 10,Permanent,Gauteng,3.54
9351,D009352,Mpho Sithole,25,5,Code 10,Contract,Eastern Cape,3.58
9352,D009353,Dumisani Mkhize,39,11,Code 10,Owner Driver,North West,4.04
9353,D009354,Busisiwe Van Wyk,44,26,Code 14,Permanent,KwaZulu-Natal,3.4
9354,D009355,Lerato Maseko,48,4,Code 10,Owner Driver,Northern Cape,4.36
9355,D009356,Amanda Mkhize,62,13,Code 10,Owner Driver,Western Cape,3.96
9356,D009357,Zanele Zulu,44,8,Code 10,Owner Driver,Free State,4.13
9357,D009358,Ayanda Sithole,49,31,Code 14,Permanent,Eastern Cape,3.34
9358,D009359,Zanele Mahlangu,48,8,Code 10,Owner Driver,Limpopo,4.21
9359,D009360,Karabo Maseko,48,24,Code 10,Owner Driver,Mpumalanga,4.02
9360,D009361,Precious Ngcobo,37,26,Code 8,Contract,Eastern Cape,3.94
9361,D009362,Nandi Nkosi,29,30,Code 10,Contract,Northern Cape,3.63
9362,D009363,Nokuthula Jacobs,60,30,Code 8,Permanent,Mpumalanga,3.51
9363,D009364,Sipho Mokoena,47,24,Code 8,Contract,North West,3.73
9364,D009365,Karabo Ndlovu,45,28,Code 8,Permanent,Mpumalanga,3.62
9365,D009366,Lindelwa Naidoo,23,28,Code 10,Owner Driver,North West,4.19
9366,D009367,Sibusiso Naidoo,50,16,Code 10,Owner Driver,North West,3.69
9367,D009368,Mandla Mkhize,46,27,Code 10,Permanent,KwaZulu-Natal,3.18
9368,D009369,Karabo Nkosi,31,9,Code 8,Permanent,Northern Cape,3.59
9369,D009370,Kabelo Maseko,26,7,Code 10,Contract,Free State,3.69
9370,D009371,Kagiso Maseko,36,14,Code 8,Permanent,KwaZulu-Natal,3.77
9371,D009372,Karabo Khumalo,56,13,Code 14,Permanent,Gauteng,2.67
9372,D009373,Ayanda Mthembu,51,33,Code 10,Permanent,Free State,4.77
9373,D009374,Bongani Maseko,28,29,Code 10,Permanent,Free State,4.65
9374,D009375,Siyabonga Cele,42,3,Code 14,Permanent,North West,5.0
9375,D009376,Mandla Adams,37,12,Code 14,Permanent,Eastern Cape,5.0
9376,D009377,Amanda Botha,38,24,Code 8,Contract,KwaZulu-Natal,4.43
9377,D009378,Kabelo Van Wyk,42,31,Code 8,Permanent,KwaZulu-Natal,2.4
9378,D009379,Busisiwe Sithole,57,31,Code 10,Owner Driver,Limpopo,4.5
9379,D009380,Lwazi Nkosi,39,22,Code 14,Permanent,Northern Cape,4.41
9380,D009381,Lindelwa Ngcobo,46,1,Code 10,Owner Driver,Limpopo,4.22
9381,D009382,Ayanda Moyo,26,25,Code 10,Permanent,Mpumalanga,4.79
9382,D009383,Amanda Jacobs,29,34,Code 14,Contract,Mpumalanga,4.67
9383,D009384,Sipho Nkosi,45,2,Code 8,Owner Driver,Gauteng,2.94
9384,D009385,Dumisani Sithole,26,24,Code 10,Owner Driver,Western Cape,3.49
9385,D009386,Mpho Moyo,43,9,Code 14,Permanent,Western Cape,3.38
9386,D009387,Busisiwe Dlamini,32,15,Code 8,Contract,Eastern Cape,3.75
9387,D009388,Nandi Van Wyk,30,28,Code 14,Owner Driver,North West,3.78
9388,D009389,Mpho Molefe,26,31,Code 14,Contract,Eastern Cape,4.21
9389,D009390,Mandla Sithole,49,3,Code 10,Contract,Mpumalanga,3.47
9390,D009391,Nandi Ndlovu,46,33,Code 8,Permanent,KwaZulu-Natal,5.0
9391,D009392,Phumzile Naidoo,35,31,Code 10,Contract,Mpumalanga,4.02
9392,D009393,Nomsa Mthembu,60,19,Code 10,Permanent,Mpumalanga,4.32
9393,D009394,Lindelwa Ngcobo,56,4,Code 8,Permanent,Western Cape,4.32
9394,D009395,Nomsa Modise,62,3,Code 10,Permanent,North West,3.33
9395,D009396,Ayanda Zulu,49,7,Code 10,Permanent,Gauteng,3.69
9396,D009397,Sibusiso Mabena,52,3,Code 14,Permanent,Gauteng,3.9
9397,D009398,Amanda Mthembu,60,5,Code 8,Permanent,Gauteng,3.83
9398,D009399,Nomsa Khumalo,24,13,Code 8,Permanent,North West,3.35
9399,D009400,Lwazi Van Wyk,53,23,Code 14,Contract,KwaZulu-Natal,3.42
9400,D009401,Karabo Khumalo,46,12,Code 8,Permanent,Mpumalanga,3.81
9401,D009402,Dumisani Cele,47,7,Code 10,Permanent,Mpumalanga,4.81
9402,D009403,Mandla Khumalo,62,14,Code 10,Contract,Eastern Cape,4.76
9403,D009404,Sibusiso Botha,27,4,Code 10,Permanent,Gauteng,4.01
9404,D009405,Dumisani Zulu,35,25,Code 14,Permanent,Western Cape,4.25
9405,D009406,Siyabonga Maseko,57,12,Code 10,Permanent,Western Cape,4.96
9406,D009407,Amanda Jacobs,62,20,Code 10,Owner Driver,Northern Cape,4.5
9407,D009408,Phumzile Botha,46,17,Code 14,Contract,Gauteng,4.17
9408,D009409,Amanda Ngcobo,59,15,Code 8,Contract,Gauteng,4.04
9409,D009410,Kagiso Adams,64,23,Code 10,Permanent,KwaZulu-Natal,3.69
9410,D009411,Mpho Nkosi,61,28,Code 14,Permanent,Western Cape,4.46
9411,D009412,Zanele Maseko,30,26,Code 8,Owner Driver,Eastern Cape,3.72
9412,D009413,Sipho Zulu,59,8,Code 14,Owner Driver,Limpopo,3.89
9413,D009414,Karabo Nkosi,35,31,Code 10,Contract,Northern Cape,5.0
9414,D009415,Mandla Jacobs,62,10,Code 8,Contract,North West,3.11
9415,D009416,Sibusiso Naidoo,58,31,Code 14,Contract,Eastern Cape,3.91
9416,D009417,Phumzile Moyo,29,15,Code 8,Contract,North West,4.82
9417,D009418,Nandi Modise,31,21,Code 8,Owner Driver,Eastern Cape,5.0
9418,D009419,Bongani Mokoena,47,11,Code 10,Contract,Free State,3.9
9419,D009420,Nomsa Mkhize,41,31,Code 10,Permanent,KwaZulu-Natal,3.46
9420,D009421,Tshepo Mokoena,49,19,Code 14,Permanent,Limpopo,3.5
9421,D009422,Thabo Mthembu,42,1,Code 8,Permanent,Mpumalanga,4.73
9422,D009423,Kabelo Mahlangu,57,26,Code 10,Permanent,Eastern Cape,4.48
9423,D009424,Kabelo Adams,33,14,Code 10,Permanent,Eastern Cape,3.96
9424,D009425,Tshepo Zulu,43,31,Code 14,Contract,Free State,4.18
9425,D009426,Kagiso Naidoo,41,26,Code 14,Permanent,Gauteng,4.72
9426,D009427,Kagiso Mokoena,23,24,Code 8,Contract,Northern Cape,4.23
9427,D009428,Dumisani Williams,31,15,Code 8,Permanent,Limpopo,3.44
9428,D009429,Themba Botha,56,2,Code 14,Contract,Mpumalanga,2.83
9429,D009430,Amanda Van Wyk,61,25,Code 10,Permanent,Free State,4.46
9430,D009431,Lindelwa Dlamini,48,2,Code 14,Permanent,Mpumalanga,4.27
9431,D009432,Thabo Mahlangu,53,5,Code 8,Permanent,Western Cape,4.22
9432,D009433,Thabo Modise,30,17,Code 8,Contract,Eastern Cape,3.77
9433,D009434,Nomsa Modise,30,2,Code 8,Permanent,KwaZulu-Natal,3.61
9434,D009435,Mpho Williams,59,9,Code 8,Permanent,Gauteng,4.93
9435,D009436,Nokuthula Williams,32,7,Code 8,Owner Driver,Gauteng,3.09
9436,D009437,Precious Williams,42,16,Code 8,Permanent,Northern Cape,3.92
9437,D009438,Kagiso Modise,48,7,Code 14,Permanent,Northern Cape,3.18
9438,D009439,Themba Naidoo,28,8,Code 14,Permanent,Limpopo,4.51
9439,D009440,Busisiwe Molefe,38,20,Code 8,Owner Driver,Free State,4.25
9440,D009441,Lerato Modise,64,1,Code 10,Contract,Eastern Cape,3.6
9441,D009442,Precious Ndlovu,64,34,Code 14,Permanent,Western Cape,4.72
9442,D009443,Lindelwa Cele,60,26,Code 10,Permanent,Western Cape,3.73
9443,D009444,Phumzile Pillay,58,12,Code 8,Permanent,Eastern Cape,3.53
9444,D009445,Siyabonga Mokoena,63,20,Code 10,Permanent,Western Cape,4.04
9445,D009446,Lwazi Ndlovu,56,29,Code 14,Permanent,Western Cape,4.77
9446,D009447,Tshepo Adams,51,20,Code 14,Contract,Mpumalanga,4.24
9447,D009448,Ayanda Mabena,30,10,Code 10,Permanent,KwaZulu-Natal,5.0
9448,D009449,Sipho Mkhize,50,25,Code 10,Contract,Free State,3.37
9449,D009450,Bongani Pillay,56,21,Code 8,Contract,Eastern Cape,3.84
9450,D009451,Phumzile Molefe,57,34,Code 14,Owner Driver,North West,5.0
9451,D009452,Themba Moyo,43,21,Code 10,Permanent,KwaZulu-Natal,4.04
9452,D009453,Mpho Jacobs,38,9,Code 8,Permanent,Limpopo,3.83
9453,D009454,Sipho Sithole,44,26,Code 8,Contract,Mpumalanga,4.33
9454,D009455,Mandla Naidoo,51,22,Code 14,Owner Driver,Northern Cape,3.58
9455,D009456,Siyabonga Sithole,62,16,Code 10,Contract,Limpopo,3.82
9456,D009457,Sibusiso Mabena,52,4,Code 14,Permanent,North West,4.35
9457,D009458,Lerato Zulu,43,19,Code 8,Contract,Eastern Cape,4.35
9458,D009459,Kagiso Mabena,62,20,Code 8,Permanent,Western Cape,3.48
9459,D009460,Themba Khumalo,23,29,Code 10,Contract,Mpumalanga,3.95
9460,D009461,Nandi Mahlangu,48,17,Code 10,Owner Driver,Gauteng,3.8
9461,D009462,Lerato Williams,28,31,Code 10,Permanent,North West,4.03
9462,D009463,Dumisani Van Wyk,29,34,Code 8,Permanent,Limpopo,4.2
9463,D009464,Precious Adams,44,21,Code 8,Contract,Eastern Cape,3.47
9464,D009465,Karabo Mthembu,38,25,Code 8,Permanent,Eastern Cape,3.97
9465,D009466,Zanele Naidoo,60,23,Code 10,Permanent,Western Cape,3.89
9466,D009467,Nokuthula Khumalo,38,26,Code 10,Contract,Gauteng,4.84
9467,D009468,Thabo Modise,49,28,Code 8,Owner Driver,Gauteng,4.15
9468,D009469,Phumzile Mahlangu,49,29,Code 8,Permanent,Free State,3.8
9469,D009470,Nomsa Ndlovu,27,14,Code 14,Contract,North West,3.95
9470,D009471,Siyabonga Moyo,38,31,Code 14,Contract,Free State,4.56
9471,D009472,Lerato Pillay,24,6,Code 8,Permanent,Northern Cape,4.91
9472,D009473,Nandi Ngcobo,41,30,Code 10,Contract,Limpopo,3.88
9473,D009474,Nandi Mahlangu,60,24,Code 14,Permanent,Mpumalanga,2.71
9474,D009475,Lindelwa Nkosi,43,13,Code 10,Contract,Eastern Cape,3.74
9475,D009476,Sipho Williams,48,17,Code 10,Permanent,Gauteng,4.36
9476,D009477,Thabo Mabena,60,11,Code 10,Permanent,Mpumalanga,3.66
9477,D009478,Amanda Botha,37,16,Code 10,Permanent,Gauteng,3.8
9478,D009479,Themba Jacobs,49,9,Code 10,Permanent,Limpopo,4.95
9479,D009480,Lwazi Cele,57,21,Code 10,Permanent,Limpopo,3.57
9480,D009481,Precious Maseko,31,22,Code 14,Permanent,Northern Cape,4.39
9481,D009482,Ayanda Mahlangu,60,32,Code 14,Permanent,Western Cape,3.81
9482,D009483,Amanda Modise,54,5,Code 10,Owner Driver,Limpopo,4.55
9483,D009484,Tshepo Modise,58,29,Code 14,Permanent,Northern Cape,3.81
9484,D009485,Mpho Mthembu,58,5,Code 10,Permanent,KwaZulu-Natal,4.26
9485,D009486,Bongani Moyo,40,30,Code 14,Permanent,Mpumalanga,3.03
9486,D009487,Amanda Ngcobo,34,14,Code 10,Contract,Limpopo,3.69
9487,D009488,Kabelo Pillay,30,32,Code 10,Owner Driver,Western Cape,3.69
9488,D009489,Zanele Jacobs,44,32,Code 10,Owner Driver,Free State,4.48
9489,D009490,Siyabonga Modise,43,11,Code 10,Permanent,Mpumalanga,4.76
9490,D009491,Nandi Ngcobo,32,12,Code 14,Permanent,Northern Cape,3.96
9491,D009492,Nokuthula Van Wyk,55,10,Code 8,Permanent,Mpumalanga,2.0
9492,D009493,Precious Maseko,50,8,Code 14,Owner Driver,Northern Cape,4.42
9493,D009494,Ayanda Botha,27,18,Code 10,Permanent,Limpopo,4.86
9494,D009495,Ayanda Botha,34,13,Code 10,Contract,Mpumalanga,4.73
9495,D009496,Sibusiso Adams,27,24,Code 10,Contract,KwaZulu-Natal,4.09
9496,D009497,Bongani Khumalo,46,5,Code 10,Owner Driver,Northern Cape,4.47
9497,D009498,Lwazi Khumalo,31,28,Code 8,Owner Driver,Western Cape,3.27
9498,D009499,Nandi Modise,59,2,Code 14,Permanent,Mpumalanga,3.67
9499,D009500,Nomsa Mabena,42,27,Code 14,Permanent,Gauteng,4.34
9500,D009501,Lerato Ngcobo,44,6,Code 14,Permanent,Western Cape,3.91
9501,D009502,Amanda Maseko,57,10,Code 10,Permanent,KwaZulu-Natal,3.53
9502,D009503,Kabelo Mabena,64,12,Code 14,Contract,North West,3.2
9503,D009504,Karabo Moyo,59,10,Code 8,Permanent,Eastern Cape,3.37
9504,D009505,Nokuthula Mkhize,49,2,Code 8,Owner Driver,Limpopo,4.67
9505,D009506,Kagiso Nkosi,50,11,Code 10,Permanent,Eastern Cape,3.18
9506,D009507,Lindelwa Dlamini,26,34,Code 8,Permanent,Western Cape,4.49
9507,D009508,Nandi Naidoo,25,16,Code 10,Owner Driver,Eastern Cape,4.2
9508,D009509,Sipho Modise,62,23,Code 14,Permanent,Free State,4.46
9509,D009510,Dumisani Mkhize,64,11,Code 10,Owner Driver,Western Cape,4.41
9510,D009511,Lerato Mkhize,41,29,Code 10,Permanent,North West,5.0
9511,D009512,Mpho Naidoo,44,9,Code 14,Owner Driver,Mpumalanga,3.61
9512,D009513,Precious Adams,52,1,Code 10,Contract,North West,4.04
9513,D009514,Siyabonga Khumalo,62,24,Code 8,Permanent,North West,4.49
9514,D009515,Bongani Mahlangu,62,25,Code 10,Permanent,North West,3.76
9515,D009516,Ayanda Van Wyk,61,29,Code 10,Permanent,Limpopo,3.45
9516,D009517,Siyabonga Cele,48,21,Code 10,Contract,Eastern Cape,3.34
9517,D009518,Themba Molefe,41,34,Code 10,Permanent,North West,3.06
9518,D009519,Amanda Jacobs,54,25,Code 8,Permanent,Gauteng,4.71
9519,D009520,Bongani Cele,58,22,Code 14,Contract,Eastern Cape,4.38
9520,D009521,Lwazi Mabena,65,25,Code 10,Permanent,Free State,4.43
9521,D009522,Sibusiso Mkhize,64,29,Code 8,Owner Driver,Gauteng,2.92
9522,D009523,Nandi Moyo,43,18,Code 10,Permanent,Northern Cape,4.53
9523,D009524,Siyabonga Naidoo,65,8,Code 8,Permanent,Northern Cape,4.53
9524,D009525,Sibusiso Van Wyk,65,10,Code 8,Permanent,Western Cape,3.96
9525,D009526,Nokuthula Van Wyk,60,4,Code 10,Owner Driver,Gauteng,3.01
9526,D009527,Mpho Mkhize,54,11,Code 8,Permanent,Western Cape,3.47
9527,D009528,Phumzile Dlamini,46,13,Code 14,Permanent,Free State,3.72
9528,D009529,Kagiso Sithole,41,6,Code 10,Permanent,Mpumalanga,4.01
9529,D009530,Tshepo Mokoena,26,10,Code 10,Permanent,Mpumalanga,4.0
9530,D009531,Kabelo Moyo,40,32,Code 14,Owner Driver,Eastern Cape,3.85
9531,D009532,Siyabonga Zulu,44,23,Code 10,Permanent,Eastern Cape,4.48
9532,D009533,Ayanda Van Wyk,26,10,Code 8,Permanent,Gauteng,3.92
9533,D009534,Busisiwe Khumalo,57,24,Code 10,Permanent,Free State,3.53
9534,D009535,Nokuthula Maseko,62,19,Code 14,Permanent,Western Cape,3.66
9535,D009536,Amanda Williams,60,4,Code 8,Permanent,Mpumalanga,4.57
9536,D009537,Nokuthula Cele,56,17,Code 10,Permanent,Limpopo,5.0
9537,D009538,Zanele Van Wyk,26,5,Code 10,Owner Driver,Mpumalanga,5.0
9538,D009539,Lerato Mahlangu,62,11,Code 14,Contract,KwaZulu-Natal,4.39
9539,D009540,Kabelo Pillay,36,19,Code 14,Permanent,Mpumalanga,4.21
9540,D009541,Phumzile Sithole,29,7,Code 14,Permanent,Free State,3.5
9541,D009542,Mpho Mkhize,40,18,Code 10,Permanent,North West,3.27
9542,D009543,Dumisani Nkosi,38,3,Code 10,Contract,Limpopo,3.47
9543,D009544,Mpho Mokoena,28,9,Code 8,Permanent,Northern Cape,4.27
9544,D009545,Lindelwa Mkhize,44,16,Code 10,Owner Driver,Western Cape,4.85
9545,D009546,Lindelwa Maseko,62,29,Code 14,Owner Driver,Gauteng,4.53
9546,D009547,Karabo Cele,46,34,Code 10,Permanent,North West,3.57
9547,D009548,Lwazi Jacobs,54,30,Code 8,Owner Driver,Gauteng,3.71
9548,D009549,Siyabonga Adams,48,20,Code 10,Contract,Mpumalanga,3.42
9549,D009550,Busisiwe Ndlovu,32,24,Code 14,Permanent,Eastern Cape,3.42
9550,D009551,Lwazi Sithole,57,9,Code 8,Permanent,KwaZulu-Natal,3.57
9551,D009552,Karabo Jacobs,49,22,Code 10,Permanent,KwaZulu-Natal,3.12
9552,D009553,Amanda Ngcobo,58,20,Code 14,Owner Driver,North West,4.3
9553,D009554,Lwazi Mahlangu,25,14,Code 10,Permanent,Western Cape,4.06
9554,D009555,Tshepo Van Wyk,49,22,Code 10,Permanent,Western Cape,4.1
9555,D009556,Nokuthula Modise,55,3,Code 8,Owner Driver,Western Cape,4.83
9556,D009557,Sipho Adams,48,33,Code 10,Contract,Eastern Cape,4.03
9557,D009558,Sibusiso Mkhize,60,6,Code 14,Owner Driver,Free State,4.29
9558,D009559,Nandi Ngcobo,29,2,Code 8,Permanent,Limpopo,4.02
9559,D009560,Zanele Modise,57,29,Code 10,Permanent,Northern Cape,4.39
9560,D009561,Mpho Botha,47,5,Code 14,Contract,Mpumalanga,4.37
9561,D009562,Lwazi Mabena,30,16,Code 10,Permanent,North West,4.27
9562,D009563,Kagiso Botha,64,22,Code 14,Owner Driver,Gauteng,3.4
9563,D009564,Busisiwe Nkosi,24,21,Code 10,Permanent,Free State,5.0
9564,D009565,Kagiso Nkosi,24,2,Code 8,Permanent,Northern Cape,4.75
9565,D009566,Lerato Naidoo,64,6,Code 14,Contract,North West,4.16
9566,D009567,Sipho Molefe,42,22,Code 8,Contract,Mpumalanga,5.0
9567,D009568,Bongani Adams,44,16,Code 14,Permanent,Western Cape,3.33
9568,D009569,Siyabonga Mkhize,40,12,Code 10,Permanent,Northern Cape,4.7
9569,D009570,Sibusiso Molefe,59,4,Code 8,Owner Driver,Free State,4.04
9570,D009571,Dumisani Mthembu,61,24,Code 10,Contract,Eastern Cape,4.73
9571,D009572,Dumisani Cele,50,15,Code 8,Permanent,Western Cape,4.36
9572,D009573,Zanele Naidoo,49,9,Code 10,Contract,Mpumalanga,3.68
9573,D009574,Thabo Mkhize,64,15,Code 10,Permanent,Limpopo,3.77
9574,D009575,Busisiwe Mkhize,50,1,Code 8,Permanent,North West,3.78
9575,D009576,Lindelwa Maseko,25,12,Code 8,Permanent,Gauteng,3.7
9576,D009577,Nomsa Williams,35,6,Code 8,Permanent,Eastern Cape,3.9
9577,D009578,Lerato Pillay,50,4,Code 8,Permanent,North West,4.79
9578,D009579,Zanele Van Wyk,61,12,Code 10,Owner Driver,KwaZulu-Natal,4.85
9579,D009580,Sipho Williams,38,23,Code 10,Permanent,Northern Cape,3.39
9580,D009581,Kagiso Jacobs,48,16,Code 10,Contract,Eastern Cape,3.64
9581,D009582,Ayanda Nkosi,26,19,Code 10,Owner Driver,Limpopo,4.07
9582,D009583,Siyabonga Van Wyk,61,34,Code 10,Permanent,Limpopo,3.73
9583,D009584,Nomsa Adams,38,15,Code 8,Permanent,North West,4.16
9584,D009585,Phumzile Maseko,59,11,Code 10,Permanent,Limpopo,3.18
9585,D009586,Kagiso Adams,46,7,Code 8,Contract,Mpumalanga,5.0
9586,D009587,Lindelwa Mokoena,45,7,Code 10,Owner Driver,North West,4.99
9587,D009588,Mandla Botha,33,10,Code 8,Permanent,KwaZulu-Natal,3.88
9588,D009589,Sibusiso Nkosi,34,19,Code 8,Contract,North West,4.2
9589,D009590,Sipho Cele,64,27,Code 8,Permanent,KwaZulu-Natal,4.18
9590,D009591,Amanda Khumalo,64,16,Code 14,Permanent,KwaZulu-Natal,3.57
9591,D009592,Mandla Botha,44,25,Code 8,Contract,KwaZulu-Natal,3.6
9592,D009593,Lerato Dlamini,55,26,Code 14,Permanent,North West,4.72
9593,D009594,Sibusiso Mahlangu,47,28,Code 10,Permanent,Limpopo,4.09
9594,D009595,Lindelwa Nkosi,25,6,Code 8,Permanent,Free State,3.82
9595,D009596,Lindelwa Naidoo,45,2,Code 8,Owner Driver,Mpumalanga,2.96
9596,D009597,Lwazi Botha,56,6,Code 14,Owner Driver,KwaZulu-Natal,3.96
9597,D009598,Kabelo Maseko,28,10,Code 10,Permanent,Western Cape,4.19
9598,D009599,Mpho Khumalo,37,6,Code 10,Permanent,Limpopo,3.46
9599,D009600,Lindelwa Botha,60,2,Code 14,Contract,North West,4.82
9600,D009601,Amanda Van Wyk,56,13,Code 10,Permanent,Mpumalanga,4.72
9601,D009602,Siyabonga Williams,60,27,Code 10,Permanent,Gauteng,5.0
9602,D009603,Kabelo Sithole,55,24,Code 10,Permanent,Free State,3.22
9603,D009604,Kagiso Mahlangu,54,11,Code 10,Permanent,Limpopo,4.43
9604,D009605,Mpho Pillay,63,1,Code 10,Permanent,Western Cape,3.79
9605,D009606,Nomsa Molefe,41,2,Code 8,Contract,Free State,3.6
9606,D009607,Dumisani Zulu,60,12,Code 14,Contract,North West,4.56
9607,D009608,Sipho Ngcobo,62,7,Code 10,Contract,Limpopo,4.06
9608,D009609,Mandla Ndlovu,29,14,Code 10,Contract,Eastern Cape,4.15
9609,D009610,Nomsa Zulu,42,6,Code 10,Permanent,Eastern Cape,5.0
9610,D009611,Mpho Zulu,31,20,Code 10,Owner Driver,Free State,4.16
